5000  0.1
5000  0.416228
5000  -0.216228
5000  0.1
10000  1.4
10000  1.9164
10000  0.883602
10000  1.4
15000  2.9
15000  3.21623
15000  2.58377
15000  2.9
20000  5.1
20000  5.41623
20000  4.78377
20000  5.1
25000  8
25000  8
25000  8
25000  8
30000  11.6
30000  12.1164
30000  11.0836
30000  11.6
35000  15.9
35000  16.2162
35000  15.5838
35000  15.9
40000  20.6
40000  21.1164
40000  20.0836
40000  20.6
45000  26.2
45000  26.6216
45000  25.7784
45000  26.2
50000  32.5
50000  33.027
50000  31.973
50000  32.5
55000  39.2
55000  39.6216
55000  38.7784
55000  39.2
60000  46.9
60000  47.2162
60000  46.5838
60000  46.9
65000  55.3
65000  55.783
65000  54.817
65000  55.3
70000  65
70000  65
70000  65
70000  65
75000  75.7
75000  76.183
75000  75.217
75000  75.7
80000  87.6
80000  88.1164
80000  87.0836
80000  87.6
85000  100.6
85000  101.116
85000  100.084
85000  100.6
90000  114.8
90000  115.222
90000  114.378
90000  114.8
95000  130.2
95000  130.622
95000  129.778
95000  130.2
100000  146.2
100000  146.622
100000  145.778
100000  146.2
