5000  0.1
5000  0.416228
5000  -0.216228
5000  0.1
10000  0.9
10000  1.21623
10000  0.583772
10000  0.9
15000  1.1
15000  1.41623
15000  0.783772
15000  1.1
20000  2.4
20000  2.9164
20000  1.8836
20000  2.4
25000  3.6
25000  4.1164
25000  3.0836
25000  3.6
30000  5.4
30000  5.9164
30000  4.8836
30000  5.4
35000  7.2
35000  7.62164
35000  6.77836
35000  7.2
40000  9.3
40000  9.78305
40000  8.81695
40000  9.3
45000  11.9
45000  12.2162
45000  11.5838
45000  11.9
50000  14.6
50000  15.1164
50000  14.0836
50000  14.6
55000  17.8
55000  18.2216
55000  17.3784
55000  17.8
60000  21.2
60000  21.6216
60000  20.7784
60000  21.2
65000  24.7
65000  25.183
65000  24.217
65000  24.7
70000  28.9
70000  29.2162
70000  28.5838
70000  28.9
75000  33.3
75000  33.9749
75000  32.6251
75000  33.3
80000  37.7
80000  38.3749
80000  37.0251
80000  37.7
85000  42.6
85000  43.2992
85000  41.9008
85000  42.6
90000  47.8
90000  48.4325
90000  47.1675
90000  47.8
95000  53.5
95000  54.027
95000  52.973
95000  53.5
100000  59.3
100000  60.1233
100000  58.4767
100000  59.3
