5000  0.8
5000  1.22164
5000  0.378363
5000  0.8
10000  2.1
10000  2.41623
10000  1.78377
10000  2.1
15000  5.1
15000  5.41623
15000  4.78377
15000  5.1
20000  9.6
20000  10.1164
20000  9.0836
20000  9.6
25000  14.4
25000  14.9164
25000  13.8836
25000  14.4
30000  21
30000  21
30000  21
30000  21
35000  28.9
35000  29.2162
35000  28.5838
35000  28.9
40000  37.8
40000  38.2216
40000  37.3784
40000  37.8
45000  47.2
45000  47.6216
45000  46.7784
45000  47.2
50000  59
50000  59
50000  59
50000  59
55000  71.4
55000  71.9164
55000  70.8836
55000  71.4
60000  85.5
60000  86.027
60000  84.973
60000  85.5
65000  100.6
65000  101.116
65000  100.084
65000  100.6
70000  118
70000  118.471
70000  117.529
70000  118
75000  136.7
75000  137.183
75000  136.217
75000  136.7
80000  157.4
80000  157.916
80000  156.884
80000  157.4
85000  179.4
85000  179.916
85000  178.884
85000  179.4
90000  203.9
90000  204.216
90000  203.584
90000  203.9
95000  229.1
95000  229.416
95000  228.784
95000  229.1
100000  256.9
100000  257.216
100000  256.584
100000  256.9
