5000  0.0186945
5000  0.0193816
5000  0.0180074
5000  0.0186945
10000  0.0718705
10000  0.0732234
10000  0.0705176
10000  0.0718705
15000  0.159464
15000  0.161634
15000  0.157293
15000  0.159464
20000  0.282852
20000  0.287509
20000  0.278195
20000  0.282852
25000  0.44563
25000  0.452526
25000  0.438734
25000  0.44563
30000  0.635295
30000  0.641745
30000  0.628845
30000  0.635295
35000  0.862685
35000  0.870013
35000  0.855356
35000  0.862685
40000  1.13522
40000  1.14615
40000  1.12428
40000  1.13522
45000  1.43099
45000  1.44827
45000  1.41371
45000  1.43099
50000  1.76994
50000  1.79529
50000  1.74458
50000  1.76994
55000  2.14349
55000  2.18633
55000  2.10065
55000  2.14349
60000  2.54567
60000  2.57863
60000  2.5127
60000  2.54567
65000  2.98569
65000  3.01185
65000  2.95952
65000  2.98569
70000  3.45787
70000  3.48067
70000  3.43506
70000  3.45787
75000  3.95981
75000  3.98479
75000  3.93482
75000  3.95981
80000  4.50596
80000  4.55403
80000  4.45788
80000  4.50596
85000  5.07968
85000  5.13436
85000  5.02499
85000  5.07968
90000  5.70508
90000  5.7546
90000  5.65556
90000  5.70508
95000  6.3499
95000  6.4016
95000  6.29821
95000  6.3499
100000  7.04743
100000  7.08986
100000  7.005
100000  7.04743
