5000  0.0365875
5000  0.0373915
5000  0.0357835
5000  0.0365875
10000  0.145305
10000  0.147338
10000  0.143272
10000  0.145305
15000  0.325702
15000  0.330158
15000  0.321246
15000  0.325702
20000  0.580929
20000  0.5896
20000  0.572257
20000  0.580929
25000  0.907413
25000  0.920664
25000  0.894163
25000  0.907413
30000  1.30247
30000  1.32046
30000  1.28447
30000  1.30247
35000  1.77866
35000  1.8031
35000  1.75423
35000  1.77866
40000  2.32959
40000  2.36164
40000  2.29754
40000  2.32959
45000  2.94066
45000  2.98581
45000  2.8955
45000  2.94066
50000  3.63663
50000  3.71628
50000  3.55698
50000  3.63663
55000  4.38707
55000  4.44526
55000  4.32887
55000  4.38707
60000  5.22393
60000  5.30267
60000  5.1452
60000  5.22393
65000  6.12604
65000  6.22012
65000  6.03196
65000  6.12604
70000  7.1069
70000  7.20945
70000  7.00435
70000  7.1069
75000  8.16464
75000  8.31271
75000  8.01657
75000  8.16464
80000  9.28264
80000  9.3811
80000  9.18418
80000  9.28264
85000  10.4929
85000  10.6503
85000  10.3356
85000  10.4929
90000  11.7607
90000  11.8823
90000  11.639
90000  11.7607
95000  13.1786
95000  13.3706
95000  12.9866
95000  13.1786
100000  14.5028
100000  14.6595
100000  14.3462
100000  14.5028
