5000  0.1
5000  0.416228
5000  -0.216228
5000  0.1
10000  0.3
10000  0.783046
10000  -0.183046
10000  0.3
15000  0.6
15000  1.1164
15000  0.0836022
15000  0.6
20000  1.3
20000  1.78305
20000  0.816954
20000  1.3
25000  2
25000  2
25000  2
25000  2
30000  3
30000  3
30000  3
30000  3
35000  4
35000  4
35000  4
35000  4
40000  5.2
40000  5.62164
40000  4.77836
40000  5.2
45000  6.6
45000  7.1164
45000  6.0836
45000  6.6
50000  8.4
50000  8.9164
50000  7.8836
50000  8.4
55000  10.1
55000  10.4162
55000  9.78377
55000  10.1
60000  11.8
60000  12.2216
60000  11.3784
60000  11.8
65000  13.7
65000  14.183
65000  13.217
65000  13.7
70000  16.6
70000  17.1164
70000  16.0836
70000  16.6
75000  18.7
75000  19.3749
75000  18.0251
75000  18.7
80000  21.5
80000  22.4718
80000  20.5282
80000  21.5
85000  24.2
85000  24.8325
85000  23.5675
85000  24.2
90000  27.1
90000  27.6676
90000  26.5324
90000  27.1
95000  30.5
95000  31.3498
95000  29.6502
95000  30.5
100000  33.9
100000  35.4239
100000  32.3761
100000  33.9
