5000  0.147375
5000  0.148485
5000  0.146266
5000  0.147375
10000  0.583996
10000  0.585999
10000  0.581993
10000  0.583996
15000  1.31479
15000  1.32225
15000  1.30733
15000  1.31479
20000  2.32703
20000  2.33295
20000  2.32112
20000  2.32703
25000  3.6472
25000  3.65519
25000  3.63921
25000  3.6472
30000  5.24887
30000  5.27192
30000  5.22583
30000  5.24887
35000  7.13508
35000  7.17682
35000  7.09334
35000  7.13508
40000  9.33233
40000  9.362
40000  9.30266
40000  9.33233
45000  11.8303
45000  11.8653
45000  11.7953
45000  11.8303
50000  14.5954
50000  14.6775
50000  14.5134
50000  14.5954
55000  17.7915
55000  17.9151
55000  17.6679
55000  17.7915
60000  21.0449
60000  21.136
60000  20.9537
60000  21.0449
65000  24.7445
65000  24.8235
65000  24.6655
65000  24.7445
70000  28.7236
70000  28.8553
70000  28.5919
70000  28.7236
75000  33.1103
75000  33.2853
75000  32.9353
75000  33.1103
80000  37.5645
80000  37.7787
80000  37.3504
80000  37.5645
85000  42.3938
85000  42.5927
85000  42.1949
85000  42.3938
90000  47.611
90000  47.9629
90000  47.2591
90000  47.611
95000  53.089
95000  53.3673
95000  52.8107
95000  53.089
100000  59.0096
100000  59.5906
100000  58.4287
100000  59.0096
